transcriptID	geneID
Niben101Scf03494g05002.1	Niben101Scf03494g05002
Niben101Scf03494g10009.1	Niben101Scf03494g10009
Niben101Scf03494g11004.1	Niben101Scf03494g11004
Niben101Scf03494g12002.1	Niben101Scf03494g12002
Niben101Scf03494g12001.1	Niben101Scf03494g12001
Niben101Scf03494g12028.1	Niben101Scf03494g12028
Niben101Scf03494g12003.1	Niben101Scf03494g12003
Niben101Scf11757g01002.1	Niben101Scf11757g01002
Niben101Scf11757g02002.1	Niben101Scf11757g02002
Niben101Scf11757g03005.1	Niben101Scf11757g03005
Niben101Scf11757g03004.1	Niben101Scf11757g03004
Niben101Scf11757g04006.1	Niben101Scf11757g04006
Niben101Scf10807g01003.1	Niben101Scf10807g01003
Niben101Scf10807g02003.1	Niben101Scf10807g02003
Niben101Scf39490g00006.1	Niben101Scf39490g00006
Niben101Scf39490g00020.1	Niben101Scf39490g00020
Niben101Scf39490g00008.1	Niben101Scf39490g00008
Niben101Scf39490g00019.1	Niben101Scf39490g00019
Niben101Scf04854g01003.1	Niben101Scf04854g01003
Niben101Scf04854g01004.1	Niben101Scf04854g01004
Niben101Scf04854g02006.1	Niben101Scf04854g02006
Niben101Scf02778g00003.1	Niben101Scf02778g00003
Niben101Scf02778g00002.1	Niben101Scf02778g00002
Niben101Scf02778g03002.1	Niben101Scf02778g03002
Niben101Scf02778g03014.1	Niben101Scf02778g03014
Niben101Scf02778g03003.1	Niben101Scf02778g03003
Niben101Scf02778g03007.1	Niben101Scf02778g03007
Niben101Scf02778g03013.1	Niben101Scf02778g03013
Niben101Scf02778g04008.1	Niben101Scf02778g04008
Niben101Scf02778g04003.1	Niben101Scf02778g04003
Niben101Scf02778g05003.1	Niben101Scf02778g05003
Niben101Scf35933g00004.1	Niben101Scf35933g00004
Niben101Scf01116g01002.1	Niben101Scf01116g01002
Niben101Scf01116g01011.1	Niben101Scf01116g01011
Niben101Scf01116g01005.1	Niben101Scf01116g01005
Niben101Scf01116g01004.1	Niben101Scf01116g01004
Niben101Scf01116g01001.1	Niben101Scf01116g01001
Niben101Scf01116g01003.1	Niben101Scf01116g01003
Niben101Scf00316g01005.1	Niben101Scf00316g01005
Niben101Scf12935g00043.1	Niben101Scf12935g00043
Niben101Scf12935g00041.1	Niben101Scf12935g00041
Niben101Scf12935g00040.1	Niben101Scf12935g00040
Niben101Scf12935g00042.1	Niben101Scf12935g00042
Niben101Scf12935g00046.1	Niben101Scf12935g00046
Niben101Scf12935g00038.1	Niben101Scf12935g00038
Niben101Scf12935g00022.1	Niben101Scf12935g00022
Niben101Scf32877g00001.1	Niben101Scf32877g00001
Niben101Scf06770g00018.1	Niben101Scf06770g00018
Niben101Scf06770g00034.1	Niben101Scf06770g00034
Niben101Scf06770g00025.1	Niben101Scf06770g00025
Niben101Scf06770g00026.1	Niben101Scf06770g00026
Niben101Scf06770g00009.1	Niben101Scf06770g00009
Niben101Scf06770g00005.1	Niben101Scf06770g00005
Niben101Scf06770g00006.1	Niben101Scf06770g00006
Niben101Scf06770g00003.1	Niben101Scf06770g00003
Niben101Scf06770g00004.1	Niben101Scf06770g00004
Niben101Scf06770g00001.1	Niben101Scf06770g00001
Niben101Scf19623g00016.1	Niben101Scf19623g00016
Niben101Scf19623g00003.1	Niben101Scf19623g00003
Niben101Scf19623g00018.1	Niben101Scf19623g00018
Niben101Scf19623g00011.1	Niben101Scf19623g00011
Niben101Scf00400g00006.1	Niben101Scf00400g00006
Niben101Scf00400g00001.1	Niben101Scf00400g00001
Niben101Scf00400g00012.1	Niben101Scf00400g00012
Niben101Scf04236g00013.1	Niben101Scf04236g00013
Niben101Scf04236g00012.1	Niben101Scf04236g00012
Niben101Scf04236g00006.1	Niben101Scf04236g00006
Niben101Scf04236g00019.1	Niben101Scf04236g00019
Niben101Scf04236g00015.1	Niben101Scf04236g00015
Niben101Scf05274g01006.1	Niben101Scf05274g01006
Niben101Scf05274g01001.1	Niben101Scf05274g01001
Niben101Scf09021g00001.1	Niben101Scf09021g00001
Niben101Scf09021g00003.1	Niben101Scf09021g00003
Niben101Scf09021g00006.1	Niben101Scf09021g00006
Niben101Scf18669g00004.1	Niben101Scf18669g00004
Niben101Scf07691g00024.1	Niben101Scf07691g00024
Niben101Scf07691g00009.1	Niben101Scf07691g00009
Niben101Scf07691g00008.1	Niben101Scf07691g00008
Niben101Scf07691g00013.1	Niben101Scf07691g00013
Niben101Scf07691g00019.1	Niben101Scf07691g00019
Niben101Scf07691g00014.1	Niben101Scf07691g00014
Niben101Ctg14476g00001.1	Niben101Ctg14476g00001
Niben101Scf02349g00005.1	Niben101Scf02349g00005
Niben101Scf02349g03003.1	Niben101Scf02349g03003
Niben101Scf02349g03002.1	Niben101Scf02349g03002
Niben101Scf02349g03001.1	Niben101Scf02349g03001
Niben101Scf02349g03008.1	Niben101Scf02349g03008
Niben101Scf02066g01005.1	Niben101Scf02066g01005
Niben101Scf02066g02003.1	Niben101Scf02066g02003
Niben101Scf02066g03007.1	Niben101Scf02066g03007
Niben101Scf02066g04005.1	Niben101Scf02066g04005
Niben101Scf02066g05007.1	Niben101Scf02066g05007
Niben101Scf02066g05014.1	Niben101Scf02066g05014
Niben101Scf02066g05012.1	Niben101Scf02066g05012
Niben101Scf02066g05013.1	Niben101Scf02066g05013
Niben101Scf06769g01009.1	Niben101Scf06769g01009
Niben101Scf06769g01010.1	Niben101Scf06769g01010
Niben101Scf06769g01011.1	Niben101Scf06769g01011
Niben101Scf06769g02001.1	Niben101Scf06769g02001
Niben101Scf06769g02004.1	Niben101Scf06769g02004
Niben101Scf06769g02003.1	Niben101Scf06769g02003
Niben101Scf06769g02027.1	Niben101Scf06769g02027
Niben101Scf06769g02002.1	Niben101Scf06769g02002
Niben101Scf06769g03007.1	Niben101Scf06769g03007
Niben101Scf06769g03008.1	Niben101Scf06769g03008
Niben101Scf06769g04022.1	Niben101Scf06769g04022
Niben101Scf06769g04010.1	Niben101Scf06769g04010
Niben101Scf06769g04014.1	Niben101Scf06769g04014
Niben101Scf06769g04024.1	Niben101Scf06769g04024
Niben101Ctg07067g00001.1	Niben101Ctg07067g00001
Niben101Scf25537g00002.1	Niben101Scf25537g00002
Niben101Scf01795g00004.1	Niben101Scf01795g00004
Niben101Scf01795g01004.1	Niben101Scf01795g01004
Niben101Scf01795g02012.1	Niben101Scf01795g02012
Niben101Scf01795g02010.1	Niben101Scf01795g02010
Niben101Scf01795g02015.1	Niben101Scf01795g02015
Niben101Scf01795g02014.1	Niben101Scf01795g02014
Niben101Scf01795g02016.1	Niben101Scf01795g02016
Niben101Scf01795g04037.1	Niben101Scf01795g04037
Niben101Scf01795g04036.1	Niben101Scf01795g04036
Niben101Scf01795g04035.1	Niben101Scf01795g04035
Niben101Scf01795g04034.1	Niben101Scf01795g04034
Niben101Scf01795g04038.1	Niben101Scf01795g04038
Niben101Scf01795g04026.1	Niben101Scf01795g04026
Niben101Scf01795g04024.1	Niben101Scf01795g04024
Niben101Scf01795g04025.1	Niben101Scf01795g04025
Niben101Scf01795g04027.1	Niben101Scf01795g04027
Niben101Scf01795g06002.1	Niben101Scf01795g06002
Niben101Scf01795g08010.1	Niben101Scf01795g08010
Niben101Scf01795g09001.1	Niben101Scf01795g09001
Niben101Scf01795g09008.1	Niben101Scf01795g09008
Niben101Scf01795g09009.1	Niben101Scf01795g09009
Niben101Scf01795g10003.1	Niben101Scf01795g10003
Niben101Scf01795g12002.1	Niben101Scf01795g12002
Niben101Scf01795g13007.1	Niben101Scf01795g13007
Niben101Scf01795g13002.1	Niben101Scf01795g13002
Niben101Scf01795g14001.1	Niben101Scf01795g14001
Niben101Scf01795g14002.1	Niben101Scf01795g14002
Niben101Scf01795g14003.1	Niben101Scf01795g14003
Niben101Scf01795g16008.1	Niben101Scf01795g16008
Niben101Scf01795g16007.1	Niben101Scf01795g16007
Niben101Scf01795g16011.1	Niben101Scf01795g16011
Niben101Scf01795g17007.1	Niben101Scf01795g17007
Niben101Scf01795g17002.1	Niben101Scf01795g17002
Niben101Scf01795g17003.1	Niben101Scf01795g17003
Niben101Scf01795g18004.1	Niben101Scf01795g18004
Niben101Scf01795g19019.1	Niben101Scf01795g19019
Niben101Scf01795g20002.1	Niben101Scf01795g20002
Niben101Scf11107g00015.1	Niben101Scf11107g00015
Niben101Scf11107g00016.1	Niben101Scf11107g00016
Niben101Scf11107g00008.1	Niben101Scf11107g00008
Niben101Scf10502g00010.1	Niben101Scf10502g00010
Niben101Scf10502g00009.1	Niben101Scf10502g00009
Niben101Scf10502g01017.1	Niben101Scf10502g01017
Niben101Scf10502g01012.1	Niben101Scf10502g01012
Niben101Scf10502g01016.1	Niben101Scf10502g01016
Niben101Scf10502g01002.1	Niben101Scf10502g01002
Niben101Scf10502g01018.1	Niben101Scf10502g01018
Niben101Scf08020g00001.1	Niben101Scf08020g00001
Niben101Scf08020g01008.1	Niben101Scf08020g01008
Niben101Scf08020g01012.1	Niben101Scf08020g01012
Niben101Scf08020g01010.1	Niben101Scf08020g01010
Niben101Scf08020g02002.1	Niben101Scf08020g02002
Niben101Scf08020g03004.1	Niben101Scf08020g03004
Niben101Scf08020g05009.1	Niben101Scf08020g05009
Niben101Scf08020g05010.1	Niben101Scf08020g05010
Niben101Scf08020g05006.1	Niben101Scf08020g05006
Niben101Scf08020g06001.1	Niben101Scf08020g06001
Niben101Scf08020g06003.1	Niben101Scf08020g06003
Niben101Scf04173g00002.1	Niben101Scf04173g00002
Niben101Scf04173g00001.1	Niben101Scf04173g00001
Niben101Scf04173g02003.1	Niben101Scf04173g02003
Niben101Scf04173g03010.1	Niben101Scf04173g03010
Niben101Scf04173g03011.1	Niben101Scf04173g03011
Niben101Scf04173g03008.1	Niben101Scf04173g03008
Niben101Scf04173g03012.1	Niben101Scf04173g03012
Niben101Scf04173g04002.1	Niben101Scf04173g04002
Niben101Scf03934g00015.1	Niben101Scf03934g00015
Niben101Scf03934g00016.1	Niben101Scf03934g00016
Niben101Scf03934g00018.1	Niben101Scf03934g00018
Niben101Scf03934g00017.1	Niben101Scf03934g00017
Niben101Scf03934g01018.1	Niben101Scf03934g01018
Niben101Scf03934g01019.1	Niben101Scf03934g01019
Niben101Scf03934g01017.1	Niben101Scf03934g01017
Niben101Scf03934g01007.1	Niben101Scf03934g01007
Niben101Scf03934g01021.1	Niben101Scf03934g01021
Niben101Scf03934g01006.1	Niben101Scf03934g01006
Niben101Scf03934g02009.1	Niben101Scf03934g02009
Niben101Scf03934g03004.1	Niben101Scf03934g03004
Niben101Scf03934g04011.1	Niben101Scf03934g04011
Niben101Scf03934g04015.1	Niben101Scf03934g04015
Niben101Scf03934g04014.1	Niben101Scf03934g04014
Niben101Scf03934g04013.1	Niben101Scf03934g04013
Niben101Scf03934g05001.1	Niben101Scf03934g05001
Niben101Scf03934g05002.1	Niben101Scf03934g05002
Niben101Scf03934g05025.1	Niben101Scf03934g05025
Niben101Scf05816g00001.1	Niben101Scf05816g00001
Niben101Scf05816g01002.1	Niben101Scf05816g01002
Niben101Scf05816g02001.1	Niben101Scf05816g02001
Niben101Scf05816g02007.1	Niben101Scf05816g02007
Niben101Scf12369g00003.1	Niben101Scf12369g00003
Niben101Scf12369g01002.1	Niben101Scf12369g01002
Niben101Scf12369g01014.1	Niben101Scf12369g01014
Niben101Scf12369g01013.1	Niben101Scf12369g01013
Niben101Scf22883g00002.1	Niben101Scf22883g00002
Niben101Scf01702g00001.1	Niben101Scf01702g00001
Niben101Scf01702g01005.1	Niben101Scf01702g01005
Niben101Scf01702g01012.1	Niben101Scf01702g01012
Niben101Scf01702g01007.1	Niben101Scf01702g01007
Niben101Scf01702g02006.1	Niben101Scf01702g02006
Niben101Scf01702g02007.1	Niben101Scf01702g02007
Niben101Scf01702g03008.1	Niben101Scf01702g03008
Niben101Scf01702g03001.1	Niben101Scf01702g03001
Niben101Scf01702g03005.1	Niben101Scf01702g03005
Niben101Scf01702g04011.1	Niben101Scf01702g04011
Niben101Scf01702g06002.1	Niben101Scf01702g06002
Niben101Scf01702g07001.1	Niben101Scf01702g07001
Niben101Scf01702g08008.1	Niben101Scf01702g08008
Niben101Scf01702g08009.1	Niben101Scf01702g08009
Niben101Ctg14792g00004.1	Niben101Ctg14792g00004
Niben101Scf01142g00013.1	Niben101Scf01142g00013
Niben101Scf01142g00014.1	Niben101Scf01142g00014
Niben101Scf01142g02005.1	Niben101Scf01142g02005
Niben101Scf01142g03004.1	Niben101Scf01142g03004
Niben101Scf01142g03003.1	Niben101Scf01142g03003
Niben101Scf01142g03010.1	Niben101Scf01142g03010
Niben101Scf01142g03007.1	Niben101Scf01142g03007
Niben101Scf01142g04002.1	Niben101Scf01142g04002
Niben101Scf01142g04003.1	Niben101Scf01142g04003
Niben101Scf01142g04009.1	Niben101Scf01142g04009
Niben101Scf01142g05003.1	Niben101Scf01142g05003
Niben101Scf01142g05006.1	Niben101Scf01142g05006
Niben101Scf09447g00004.1	Niben101Scf09447g00004
Niben101Scf09447g00009.1	Niben101Scf09447g00009
Niben101Scf09447g00003.1	Niben101Scf09447g00003
Niben101Scf09447g00006.1	Niben101Scf09447g00006
Niben101Scf09447g01017.1	Niben101Scf09447g01017
Niben101Scf09447g01010.1	Niben101Scf09447g01010
Niben101Scf09447g01018.1	Niben101Scf09447g01018
Niben101Scf09447g01014.1	Niben101Scf09447g01014
Niben101Scf02600g00011.1	Niben101Scf02600g00011
Niben101Scf02600g00015.1	Niben101Scf02600g00015
Niben101Scf02600g00013.1	Niben101Scf02600g00013
Niben101Scf08097g00005.1	Niben101Scf08097g00005
Niben101Scf08097g00004.1	Niben101Scf08097g00004
Niben101Scf08097g02002.1	Niben101Scf08097g02002
Niben101Scf08097g02010.1	Niben101Scf08097g02010
Niben101Scf08097g02001.1	Niben101Scf08097g02001
Niben101Ctg13427g00002.1	Niben101Ctg13427g00002
Niben101Ctg16287g00006.1	Niben101Ctg16287g00006
Niben101Scf02262g00002.1	Niben101Scf02262g00002
Niben101Scf02262g00001.1	Niben101Scf02262g00001
Niben101Scf02262g01010.1	Niben101Scf02262g01010
Niben101Scf02262g01009.1	Niben101Scf02262g01009
Niben101Scf02262g01007.1	Niben101Scf02262g01007
Niben101Scf02262g01011.1	Niben101Scf02262g01011
Niben101Scf02262g01001.1	Niben101Scf02262g01001
Niben101Scf02262g01021.1	Niben101Scf02262g01021
Niben101Scf02262g01019.1	Niben101Scf02262g01019
Niben101Scf02262g01020.1	Niben101Scf02262g01020
Niben101Scf02262g01013.1	Niben101Scf02262g01013
Niben101Scf02262g02007.1	Niben101Scf02262g02007
Niben101Scf02262g02012.1	Niben101Scf02262g02012
Niben101Scf02262g02010.1	Niben101Scf02262g02010
Niben101Scf00849g01009.1	Niben101Scf00849g01009
Niben101Scf00849g01017.1	Niben101Scf00849g01017
Niben101Scf00849g01019.1	Niben101Scf00849g01019
Niben101Scf00849g01018.1	Niben101Scf00849g01018
Niben101Scf00849g01013.1	Niben101Scf00849g01013
Niben101Scf00849g01014.1	Niben101Scf00849g01014
Niben101Scf00849g01011.1	Niben101Scf00849g01011
Niben101Scf02004g00014.1	Niben101Scf02004g00014
Niben101Scf02004g00019.1	Niben101Scf02004g00019
Niben101Scf02004g00028.1	Niben101Scf02004g00028
Niben101Scf02004g00032.1	Niben101Scf02004g00032
Niben101Scf02004g00031.1	Niben101Scf02004g00031
Niben101Scf02004g00008.1	Niben101Scf02004g00008
Niben101Scf21589g00010.1	Niben101Scf21589g00010
Niben101Scf21589g00002.1	Niben101Scf21589g00002
Niben101Scf21589g00004.1	Niben101Scf21589g00004
Niben101Scf00522g01007.1	Niben101Scf00522g01007
Niben101Scf00522g01017.1	Niben101Scf00522g01017
Niben101Scf00522g01022.1	Niben101Scf00522g01022
Niben101Scf00522g01020.1	Niben101Scf00522g01020
Niben101Scf20077g00016.1	Niben101Scf20077g00016
Niben101Scf20077g00030.1	Niben101Scf20077g00030
Niben101Scf20077g00029.1	Niben101Scf20077g00029
Niben101Scf20077g00032.1	Niben101Scf20077g00032
Niben101Scf20077g00017.1	Niben101Scf20077g00017
Niben101Scf20077g00018.1	Niben101Scf20077g00018
Niben101Scf03103g00018.1	Niben101Scf03103g00018
Niben101Scf03103g00017.1	Niben101Scf03103g00017
Niben101Scf03103g00015.1	Niben101Scf03103g00015
Niben101Scf03103g00016.1	Niben101Scf03103g00016
Niben101Ctg09243g00001.1	Niben101Ctg09243g00001
Niben101Scf11312g01002.1	Niben101Scf11312g01002
Niben101Scf11312g01007.1	Niben101Scf11312g01007
Niben101Scf11312g01005.1	Niben101Scf11312g01005
Niben101Scf11312g01008.1	Niben101Scf11312g01008
Niben101Scf11312g01013.1	Niben101Scf11312g01013
Niben101Scf11312g00005.1	Niben101Scf11312g00005
Niben101Scf09083g00005.1	Niben101Scf09083g00005
Niben101Scf03152g00012.1	Niben101Scf03152g00012
Niben101Scf03152g00014.1	Niben101Scf03152g00014
Niben101Scf03152g00026.1	Niben101Scf03152g00026
Niben101Scf03152g00007.1	Niben101Scf03152g00007
Niben101Scf03152g00033.1	Niben101Scf03152g00033
Niben101Scf03152g00016.1	Niben101Scf03152g00016
Niben101Scf03152g00020.1	Niben101Scf03152g00020
Niben101Scf03152g00018.1	Niben101Scf03152g00018
Niben101Scf03152g00021.1	Niben101Scf03152g00021
Niben101Scf03152g00017.1	Niben101Scf03152g00017
Niben101Scf03152g00011.1	Niben101Scf03152g00011
Niben101Scf12069g00007.1	Niben101Scf12069g00007
Niben101Scf12069g00009.1	Niben101Scf12069g00009
Niben101Scf12069g00008.1	Niben101Scf12069g00008
Niben101Scf02823g01002.1	Niben101Scf02823g01002
Niben101Scf02823g01007.1	Niben101Scf02823g01007
Niben101Scf02823g04001.1	Niben101Scf02823g04001
Niben101Scf04198g01001.1	Niben101Scf04198g01001
Niben101Scf04198g01002.1	Niben101Scf04198g01002
Niben101Scf04198g02001.1	Niben101Scf04198g02001
Niben101Scf04198g02005.1	Niben101Scf04198g02005
Niben101Scf04198g04004.1	Niben101Scf04198g04004
Niben101Scf04198g04005.1	Niben101Scf04198g04005
Niben101Scf04198g05004.1	Niben101Scf04198g05004
Niben101Scf04198g06002.1	Niben101Scf04198g06002
Niben101Scf04198g07011.1	Niben101Scf04198g07011
Niben101Scf04198g07005.1	Niben101Scf04198g07005
Niben101Scf02077g00005.1	Niben101Scf02077g00005
Niben101Scf02077g00013.1	Niben101Scf02077g00013
Niben101Scf02077g00003.1	Niben101Scf02077g00003
Niben101Scf02077g00009.1	Niben101Scf02077g00009
Niben101Scf02077g01002.1	Niben101Scf02077g01002
Niben101Scf02077g01001.1	Niben101Scf02077g01001
Niben101Scf02077g02001.1	Niben101Scf02077g02001
Niben101Scf02077g03007.1	Niben101Scf02077g03007
Niben101Scf02077g04009.1	Niben101Scf02077g04009
Niben101Scf02077g05007.1	Niben101Scf02077g05007
Niben101Scf02077g07001.1	Niben101Scf02077g07001
Niben101Scf02077g07002.1	Niben101Scf02077g07002
Niben101Scf02077g08008.1	Niben101Scf02077g08008
Niben101Scf02077g08018.1	Niben101Scf02077g08018
Niben101Scf02077g08014.1	Niben101Scf02077g08014
Niben101Scf02077g08016.1	Niben101Scf02077g08016
Niben101Scf02077g09003.1	Niben101Scf02077g09003
Niben101Scf02077g10001.1	Niben101Scf02077g10001
Niben101Scf02077g10011.1	Niben101Scf02077g10011
Niben101Scf02077g11005.1	Niben101Scf02077g11005
Niben101Scf02077g12021.1	Niben101Scf02077g12021
Niben101Scf02077g12014.1	Niben101Scf02077g12014
Niben101Scf02077g12028.1	Niben101Scf02077g12028
Niben101Scf02077g12029.1	Niben101Scf02077g12029
Niben101Scf02077g12027.1	Niben101Scf02077g12027
Niben101Scf02077g12008.1	Niben101Scf02077g12008
Niben101Scf02077g12030.1	Niben101Scf02077g12030
Niben101Scf02077g13016.1	Niben101Scf02077g13016
Niben101Scf02077g13003.1	Niben101Scf02077g13003
Niben101Scf13734g00002.1	Niben101Scf13734g00002
Niben101Scf02289g00001.1	Niben101Scf02289g00001
Niben101Scf02289g00012.1	Niben101Scf02289g00012
Niben101Scf02289g00011.1	Niben101Scf02289g00011
Niben101Scf02289g02010.1	Niben101Scf02289g02010
Niben101Scf02289g02009.1	Niben101Scf02289g02009
Niben101Scf02289g02014.1	Niben101Scf02289g02014
Niben101Scf02289g03002.1	Niben101Scf02289g03002
Niben101Scf02289g04001.1	Niben101Scf02289g04001
Niben101Scf02289g04006.1	Niben101Scf02289g04006
Niben101Scf02289g04005.1	Niben101Scf02289g04005
Niben101Scf02289g05017.1	Niben101Scf02289g05017
Niben101Scf02289g05015.1	Niben101Scf02289g05015
Niben101Scf02289g05007.1	Niben101Scf02289g05007
Niben101Scf02289g05016.1	Niben101Scf02289g05016
Niben101Scf02289g05019.1	Niben101Scf02289g05019
Niben101Scf02289g05018.1	Niben101Scf02289g05018
Niben101Scf02289g06003.1	Niben101Scf02289g06003
Niben101Scf02289g07008.1	Niben101Scf02289g07008
Niben101Scf02289g07017.1	Niben101Scf02289g07017
Niben101Scf02289g07003.1	Niben101Scf02289g07003
Niben101Scf02289g08003.1	Niben101Scf02289g08003
Niben101Scf02289g09001.1	Niben101Scf02289g09001
Niben101Scf02289g10016.1	Niben101Scf02289g10016
Niben101Scf02289g10017.1	Niben101Scf02289g10017
Niben101Scf02289g10027.1	Niben101Scf02289g10027
Niben101Scf02289g10015.1	Niben101Scf02289g10015
Niben101Scf02289g10018.1	Niben101Scf02289g10018
Niben101Scf02289g10022.1	Niben101Scf02289g10022
Niben101Scf02289g10020.1	Niben101Scf02289g10020
Niben101Scf02289g10030.1	Niben101Scf02289g10030
Niben101Scf06678g00005.1	Niben101Scf06678g00005
Niben101Scf06678g01003.1	Niben101Scf06678g01003
Niben101Scf06678g02006.1	Niben101Scf06678g02006
Niben101Scf06678g03002.1	Niben101Scf06678g03002
Niben101Scf06678g04009.1	Niben101Scf06678g04009
Niben101Scf06678g04010.1	Niben101Scf06678g04010
Niben101Scf06678g04011.1	Niben101Scf06678g04011
Niben101Scf12714g00001.1	Niben101Scf12714g00001
Niben101Scf12714g00002.1	Niben101Scf12714g00002
Niben101Scf12714g00003.1	Niben101Scf12714g00003
Niben101Scf12714g00014.1	Niben101Scf12714g00014
Niben101Scf12714g00012.1	Niben101Scf12714g00012
Niben101Scf12714g00004.1	Niben101Scf12714g00004
Niben101Scf17122g00003.1	Niben101Scf17122g00003
Niben101Scf17122g00007.1	Niben101Scf17122g00007
Niben101Scf02566g01004.1	Niben101Scf02566g01004
Niben101Scf02566g01003.1	Niben101Scf02566g01003
Niben101Scf02566g02009.1	Niben101Scf02566g02009
Niben101Scf02566g02010.1	Niben101Scf02566g02010
Niben101Scf02566g02013.1	Niben101Scf02566g02013
Niben101Scf02566g03004.1	Niben101Scf02566g03004
Niben101Scf02566g03002.1	Niben101Scf02566g03002
Niben101Scf02566g04001.1	Niben101Scf02566g04001
Niben101Scf15543g00002.1	Niben101Scf15543g00002
Niben101Scf15543g01002.1	Niben101Scf15543g01002
Niben101Scf15543g01001.1	Niben101Scf15543g01001
Niben101Scf15543g01021.1	Niben101Scf15543g01021
Niben101Scf03259g00001.1	Niben101Scf03259g00001
Niben101Scf03259g00007.1	Niben101Scf03259g00007
Niben101Scf07334g00001.1	Niben101Scf07334g00001
Niben101Scf07334g03005.1	Niben101Scf07334g03005
Niben101Scf07334g03004.1	Niben101Scf07334g03004
Niben101Scf00857g00005.1	Niben101Scf00857g00005
Niben101Scf00857g00002.1	Niben101Scf00857g00002
Niben101Scf00857g01003.1	Niben101Scf00857g01003
Niben101Scf00857g01002.1	Niben101Scf00857g01002
Niben101Scf05435g00001.1	Niben101Scf05435g00001
Niben101Scf05435g01001.1	Niben101Scf05435g01001
Niben101Scf00755g00010.1	Niben101Scf00755g00010
Niben101Scf00755g00004.1	Niben101Scf00755g00004
Niben101Scf00755g01003.1	Niben101Scf00755g01003
Niben101Ctg13347g00002.1	Niben101Ctg13347g00002
Niben101Scf03308g00004.1	Niben101Scf03308g00004
Niben101Scf03308g00006.1	Niben101Scf03308g00006
Niben101Scf03308g00005.1	Niben101Scf03308g00005
Niben101Scf03308g01001.1	Niben101Scf03308g01001
Niben101Scf03308g02013.1	Niben101Scf03308g02013
Niben101Scf03308g02019.1	Niben101Scf03308g02019
Niben101Scf03308g02016.1	Niben101Scf03308g02016
Niben101Scf03308g02011.1	Niben101Scf03308g02011
Niben101Scf03308g02015.1	Niben101Scf03308g02015
Niben101Scf03308g02014.1	Niben101Scf03308g02014
Niben101Scf00545g00013.1	Niben101Scf00545g00013
Niben101Scf00545g00012.1	Niben101Scf00545g00012
Niben101Scf02618g00002.1	Niben101Scf02618g00002
Niben101Scf02618g00001.1	Niben101Scf02618g00001
Niben101Scf02618g02006.1	Niben101Scf02618g02006
Niben101Scf02618g03010.1	Niben101Scf02618g03010
Niben101Scf02618g03012.1	Niben101Scf02618g03012
Niben101Scf02618g04018.1	Niben101Scf02618g04018
Niben101Scf02618g04010.1	Niben101Scf02618g04010
Niben101Scf02618g04024.1	Niben101Scf02618g04024
Niben101Scf02618g04019.1	Niben101Scf02618g04019
Niben101Scf05698g00008.1	Niben101Scf05698g00008
Niben101Scf05698g01017.1	Niben101Scf05698g01017
Niben101Scf05698g01016.1	Niben101Scf05698g01016
Niben101Scf05698g01015.1	Niben101Scf05698g01015
Niben101Scf02430g00010.1	Niben101Scf02430g00010
Niben101Scf02430g00009.1	Niben101Scf02430g00009
Niben101Scf02430g01015.1	Niben101Scf02430g01015
Niben101Scf02430g01013.1	Niben101Scf02430g01013
Niben101Scf02430g01003.1	Niben101Scf02430g01003
Niben101Scf02430g01014.1	Niben101Scf02430g01014
Niben101Scf02430g02003.1	Niben101Scf02430g02003
Niben101Scf02430g03001.1	Niben101Scf02430g03001
Niben101Scf02430g03006.1	Niben101Scf02430g03006
Niben101Scf02430g04005.1	Niben101Scf02430g04005
Niben101Scf02430g06002.1	Niben101Scf02430g06002
Niben101Scf02430g08002.1	Niben101Scf02430g08002
Niben101Scf02430g12008.1	Niben101Scf02430g12008
Niben101Scf02430g12009.1	Niben101Scf02430g12009
Niben101Scf14361g00015.1	Niben101Scf14361g00015
Niben101Scf14361g01005.1	Niben101Scf14361g01005
Niben101Scf24439g00005.1	Niben101Scf24439g00005
Niben101Scf24439g00006.1	Niben101Scf24439g00006
Niben101Scf05324g00006.1	Niben101Scf05324g00006
Niben101Scf05324g00001.1	Niben101Scf05324g00001
Niben101Scf05324g01001.1	Niben101Scf05324g01001
Niben101Scf05324g01002.1	Niben101Scf05324g01002
Niben101Scf05324g02006.1	Niben101Scf05324g02006
Niben101Scf05324g03004.1	Niben101Scf05324g03004
Niben101Scf05324g04001.1	Niben101Scf05324g04001
Niben101Scf05324g04002.1	Niben101Scf05324g04002
Niben101Scf39444g00001.1	Niben101Scf39444g00001
Niben101Scf15367g00001.1	Niben101Scf15367g00001
Niben101Scf04795g01009.1	Niben101Scf04795g01009
Niben101Scf04795g01013.1	Niben101Scf04795g01013
Niben101Scf27164g00003.1	Niben101Scf27164g00003
Niben101Scf00864g00004.1	Niben101Scf00864g00004
Niben101Scf00864g01003.1	Niben101Scf00864g01003
Niben101Scf00864g01009.1	Niben101Scf00864g01009
Niben101Scf00864g01006.1	Niben101Scf00864g01006
Niben101Scf00864g01007.1	Niben101Scf00864g01007
Niben101Scf00864g01012.1	Niben101Scf00864g01012
Niben101Scf04862g00010.1	Niben101Scf04862g00010
Niben101Scf04862g00009.1	Niben101Scf04862g00009
Niben101Scf04862g00008.1	Niben101Scf04862g00008
Niben101Scf21484g01001.1	Niben101Scf21484g01001
Niben101Scf21484g01002.1	Niben101Scf21484g01002
Niben101Scf13762g01048.1	Niben101Scf13762g01048
